Correlation Matrix:

                                 AverageFee   BlockNumber    BlockSize
BlockSize_Lag1                        -0.1204071517         -0.0868949735
TotalFees_Lag1                         0.9158224809          0.8800491473
TotalFeesLog_Lag1                      0.9192088972          0.8843927148
TotalTransactions_RunningAvg2          0.3481938816          0.3315808291
TotalTransactions_RunningAvg3          0.3404783402          0.3638769708
BlockSize_RunningAvg2                 -0.1540486308         -0.1205271731
BlockSize_RunningAvg3                 -0.1349160936         -0.1407501532
TotalFees_RunningAvg2                  1.0000000000          0.9666398098
TotalFees_RunningAvg3                  0.9666398098          1.0000000000
TotalFeesLog_RunningAvg2               0.9982464810          0.9670505342
TotalFeesLog_RunningAvg3               0.9653509281          0.9983703292
Interaction_HourIsWeekend             -0.0931995148         -0.0950970099
BlockSize_Squared                     -0.1231778982         -0.0894221568
BlockSize_Cubed                       -0.1247598990         -0.0910157771
HourOfDay_Squared                      0.1187874589          0.1249023140
HourOfDay_Cubed                        0.1086453529          0.1154811564
HourOfDay1                            -0.0486612386         -0.0516093822
HourOfDay2                            -0.0358659458         -0.0377859509
HourOfDay3                            -0.0328090073         -0.0334991808
HourOfDay4                            -0.0206528449         -0.0209942579
HourOfDay5                            -0.0170392666         -0.0163449314
HourOfDay6                            -0.0165608561         -0.0139133589
HourOfDay7                            -0.0231348372         -0.0260163870
HourOfDay8                            -0.0125240698         -0.0114004549
HourOfDay9                            -0.0075180556         -0.0058194767
HourOfDay10                           -0.0121849682         -0.0120663829
HourOfDay11                           -0.0385799585         -0.0362767525
HourOfDay12                           -0.0022292966         -0.0056450679
HourOfDay13                           -0.0356952761         -0.0394439512
HourOfDay14                            0.0300578765          0.0272912143
HourOfDay15                            0.0198744718          0.0137075512
HourOfDay16                            0.0247621989          0.0212855846
HourOfDay17                            0.0539870793          0.0584073890
HourOfDay18                            0.0686831972          0.0688082993
HourOfDay19                            0.0381003687          0.0403972331
HourOfDay20                            0.0275156954          0.0306277784
HourOfDay21                            0.0245561186          0.0286499851
HourOfDay22                            0.0320409234          0.0325106712
HourOfDay23                            0.0131394439          0.0189040192
DayOfWeek2                             0.0091045790          0.0083493270
DayOfWeek3                             0.0734375396          0.0745002827
DayOfWeek4                             0.0014103416         -0.0008905981
DayOfWeek5                             0.0628668634          0.0650955291
DayOfWeek6                             0.0171769415          0.0188769729
DayOfWeek7                            -0.0828113798         -0.0831884563
hour_sin                              -0.1182754539         -0.1192858084
hour_cos                              -0.0098377369         -0.0052604301
day_sin                               -0.0489391886         -0.0510406617
day_cos                               -0.1034426304         -0.1033072459
                              TotalFeesLog_RunningAvg2 TotalFeesLog_RunningAvg3
AverageFee                                 0.680440013             0.6939145485
BlockNumber                                0.055041866             0.0612234505
BlockSize                                 -0.056386630            -0.0461236029
TotalTransactions                          0.227445889             0.2240762128
TotalFees                                  0.776045782             0.7865116957
Difficulty                                 0.115060221             0.1224697533
TimeDiffMinutes                           -0.060308889            -0.0630363477
HourOfDay                                  0.127723929             0.1326639079
DayOfWeek                                  0.001374608             0.0028434981
IsWeekend                                 -0.134807523            -0.1366292764
TotalFeesLog                               0.786625031             0.7968013726
TotalTransactions_Lag1                     0.295245667             0.2701573061
BlockSize_Lag1                            -0.128411344            -0.0943395545
TotalFees_Lag1                             0.914596572             0.8790359093
TotalFeesLog_Lag1                          0.920932008             0.8859326177
TotalTransactions_RunningAvg2              0.357442138             0.3394383422
TotalTransactions_RunningAvg3              0.348876963             0.3726278605
BlockSize_RunningAvg2                     -0.164284644            -0.1297562533
BlockSize_RunningAvg3                     -0.145226031            -0.1506986494
TotalFees_RunningAvg2                      0.998246481             0.9653509281
TotalFees_RunningAvg3                      0.967050534             0.9983703292
TotalFeesLog_RunningAvg2                   1.000000000             0.9687608026
TotalFeesLog_RunningAvg3                   0.968760803             1.0000000000
Interaction_HourIsWeekend                 -0.099336994            -0.1016884998
BlockSize_Squared                         -0.131319139            -0.0969858445
BlockSize_Cubed                           -0.132978546            -0.0986486691
HourOfDay_Squared                          0.121475851             0.1272883244
HourOfDay_Cubed                            0.111072959             0.1175649358
HourOfDay1                                -0.048363085            -0.0509938293
HourOfDay2                                -0.037054694            -0.0389269798
HourOfDay3                                -0.033437719            -0.0346391211
HourOfDay4                                -0.022126487            -0.0224681216
HourOfDay5                                -0.017092007            -0.0162907807
HourOfDay6                                -0.017874759            -0.0152632816
HourOfDay7                                -0.024391948            -0.0268258138
HourOfDay8                                -0.012859449            -0.0118685140
HourOfDay9                                -0.009970515            -0.0082863709
HourOfDay10                               -0.014549650            -0.0145776154
HourOfDay11                               -0.039780914            -0.0374965864
HourOfDay12                               -0.001835884            -0.0050654546
HourOfDay13                               -0.034940545            -0.0384127732
HourOfDay14                                0.031825255             0.0286083202
HourOfDay15                                0.021567904             0.0156429626
HourOfDay16                                0.027824655             0.0246459752
HourOfDay17                                0.053627055             0.0579875635
HourOfDay18                                0.068924443             0.0695894082
HourOfDay19                                0.039012884             0.0409599866
HourOfDay20                                0.030242312             0.0331274475
HourOfDay21                                0.024278083             0.0281280942
HourOfDay22                                0.031081798             0.0316029268
HourOfDay23                                0.014017815             0.0193959385
DayOfWeek2                                 0.006947361             0.0066520197
DayOfWeek3                                 0.079267766             0.0805551464
DayOfWeek4                                 0.002439131             0.0001356449
DayOfWeek5                                 0.062850295             0.0648132718
DayOfWeek6                                 0.019882247             0.0213789446
DayOfWeek7                                -0.085499451            -0.0859828790
hour_sin                                  -0.122762378            -0.1237439096
hour_cos                                  -0.009516905            -0.0051523682
day_sin                                   -0.051848053            -0.0535067925
day_cos                                   -0.108280372            -0.1084144731
                              Interaction_HourIsWeekend BlockSize_Squared
AverageFee                                 -0.095970034       0.039516630
BlockNumber                                -0.031341774      -0.131816234
BlockSize                                   0.052984856       0.351934265
TotalTransactions                          -0.014633882      -0.138351728
TotalFees                                  -0.092831531      -0.031855123
Difficulty                                 -0.015141754      -0.128930264
TimeDiffMinutes                            -0.010777287       0.012216881
HourOfDay                                   0.313423139      -0.048289836
DayOfWeek                                   0.022933906      -0.066436735
IsWeekend                                   0.819814776       0.030257348
TotalFeesLog                               -0.098592202      -0.040368026
TotalTransactions_Lag1                     -0.009683628      -0.181923333
BlockSize_Lag1                              0.045425894       0.997835558
TotalFees_Lag1                             -0.091024750      -0.193110835
TotalFeesLog_Lag1                          -0.096141635      -0.203155994
TotalTransactions_RunningAvg2              -0.016137015      -0.161569459
TotalTransactions_RunningAvg3              -0.017892354      -0.148833176
BlockSize_RunningAvg2                       0.052127173       0.772995512
BlockSize_RunningAvg3                       0.049910601       0.662689683
TotalFees_RunningAvg2                      -0.093199515      -0.123177898
TotalFees_RunningAvg3                      -0.095097010      -0.089422157
TotalFeesLog_RunningAvg2                   -0.099336994      -0.131319139
TotalFeesLog_RunningAvg3                   -0.101688500      -0.096985844
Interaction_HourIsWeekend                   1.000000000       0.047526661
BlockSize_Squared                           0.047526661       1.000000000
BlockSize_Cubed                             0.049201407       0.997977828
HourOfDay_Squared                           0.302872670      -0.037552518
HourOfDay_Cubed                             0.284089971      -0.026944221
HourOfDay1                                 -0.093453014      -0.005817958
HourOfDay2                                 -0.085120519       0.003387349
HourOfDay3                                 -0.084530696       0.038255031
HourOfDay4                                 -0.078898969       0.004480664
HourOfDay5                                 -0.061741825       0.066446578
HourOfDay6                                 -0.052887582       0.041829877
HourOfDay7                                 -0.040523913      -0.002227782
HourOfDay8                                 -0.040292391      -0.024122662
HourOfDay9                                 -0.023953719      -0.012127006
HourOfDay10                                -0.027941118       0.002417826
HourOfDay11                                -0.003019654       0.018062326
HourOfDay12                                -0.002137633      -0.022856504
HourOfDay13                                 0.007416682      -0.025145253
HourOfDay14                                 0.029797687      -0.014773221
HourOfDay15                                 0.001654855      -0.026303706
HourOfDay16                                 0.034194145      -0.016761502
HourOfDay17                                 0.074444024      -0.034468143
HourOfDay18                                 0.088143210       0.003074748
HourOfDay19                                 0.059231289      -0.013433705
HourOfDay20                                 0.117919613      -0.010977184
HourOfDay21                                 0.126376228       0.010376764
HourOfDay22                                 0.097979302      -0.016130085
HourOfDay23                                 0.046441940       0.016204729
DayOfWeek2                                 -0.207586788       0.029150572
DayOfWeek3                                 -0.217709882       0.012375034
DayOfWeek4                                 -0.197402154       0.009787782
DayOfWeek5                                 -0.212831877      -0.045839599
DayOfWeek6                                 -0.220989559      -0.042319761
DayOfWeek7                                  0.545970456      -0.009831486
hour_sin                                   -0.262468079       0.058453447
hour_cos                                   -0.019907842       0.046694016
day_sin                                     0.279300297       0.072846956
day_cos                                     0.587948503      -0.011176945
                              BlockSize_Cubed HourOfDay_Squared HourOfDay_Cubed
AverageFee                        0.040388715       0.103351991    0.1043875475
BlockNumber                      -0.125312370       0.004602747    0.0063869995
BlockSize                         0.348124864      -0.029853648   -0.0176150775
TotalTransactions                -0.137732110      -0.001550502   -0.0207430058
TotalFees                        -0.031261740       0.096459649    0.0850137200
Difficulty                       -0.123311468       0.001474209    0.0045317407
TimeDiffMinutes                   0.013528217      -0.014871987   -0.0130852508
HourOfDay                        -0.048388259       0.966034510    0.9125064497
DayOfWeek                        -0.063892635       0.005023885    0.0085741891
IsWeekend                         0.032139490       0.009180906    0.0088490290
TotalFeesLog                     -0.039717441       0.100859523    0.0890201920
TotalTransactions_Lag1           -0.193656851       0.013516950   -0.0067469702
BlockSize_Lag1                    0.991660135      -0.037641756   -0.0275562405
TotalFees_Lag1                   -0.194165050       0.105571506    0.0954779787
TotalFeesLog_Lag1                -0.204327414       0.108565130    0.0981358884
TotalTransactions_RunningAvg2    -0.168552904       0.021413877   -0.0014346678
TotalTransactions_RunningAvg3    -0.153274995       0.024612213    0.0009427274
BlockSize_RunningAvg2             0.767679033      -0.048525338   -0.0369282223
BlockSize_RunningAvg3             0.657801042      -0.058262063   -0.0451600971
TotalFees_RunningAvg2            -0.124759899       0.118787459    0.1086453529
TotalFees_RunningAvg3            -0.091015777       0.124902314    0.1154811564
TotalFeesLog_RunningAvg2         -0.132978546       0.121475851    0.1110729589
TotalFeesLog_RunningAvg3         -0.098648669       0.127288324    0.1175649358
Interaction_HourIsWeekend         0.049201407       0.302872670    0.2840899712
BlockSize_Squared                 0.997977828      -0.037552518   -0.0269442206
BlockSize_Cubed                   1.000000000      -0.037126660   -0.0261199064
HourOfDay_Squared                -0.037126660       1.000000000    0.9856460448
HourOfDay_Cubed                  -0.026119906       0.985646045    1.0000000000
HourOfDay1                       -0.005723173      -0.222002798   -0.1753732598
HourOfDay2                        0.004857040      -0.215565416   -0.1728290688
HourOfDay3                        0.038235271      -0.213016498   -0.1747519056
HourOfDay4                        0.005796550      -0.221867594   -0.1875828741
HourOfDay5                        0.066744405      -0.200233880   -0.1756381851
HourOfDay6                        0.041251757      -0.187535629   -0.1718072405
HourOfDay7                       -0.001636032      -0.166571965   -0.1605656317
HourOfDay8                       -0.023521364      -0.150286054   -0.1538563217
HourOfDay9                       -0.013285723      -0.127064385   -0.1400297370
HourOfDay10                       0.002496633      -0.107223594   -0.1301011983
HourOfDay11                       0.016377217      -0.074631213   -0.1043026619
HourOfDay12                      -0.022661419      -0.048276593   -0.0875307587
HourOfDay13                      -0.026245022      -0.011383853   -0.0503868390
HourOfDay14                      -0.016367083       0.025801789   -0.0236239627
HourOfDay15                      -0.024984600       0.056228139    0.0146941233
HourOfDay16                      -0.017467861       0.097145618    0.0559115722
HourOfDay17                      -0.035812886       0.151763137    0.1118343218
HourOfDay18                       0.003452036       0.189576352    0.1600860643
HourOfDay19                      -0.014096006       0.231677769    0.2147737464
HourOfDay20                      -0.009996698       0.283794893    0.2827049020
HourOfDay21                       0.010607347       0.348708271    0.3686754538
HourOfDay22                      -0.015108264       0.370621857    0.4125960537
HourOfDay23                       0.017222842       0.426271615    0.4969606487
DayOfWeek2                        0.027290946      -0.031187747   -0.0393718820
DayOfWeek3                        0.009873530       0.021852012    0.0170991671
DayOfWeek4                        0.010806224       0.008379513    0.0176745136
DayOfWeek5                       -0.045829326      -0.015830712   -0.0106464522
DayOfWeek6                       -0.041365732       0.004432985    0.0037617856
DayOfWeek7                       -0.007599349       0.005198638    0.0042550698
hour_sin                          0.059085023      -0.792951322   -0.7259986541
hour_cos                          0.048985051       0.154891411    0.3036046150
day_sin                           0.070872936      -0.003346660   -0.0122435383
day_cos                          -0.008794579      -0.002308214   -0.0042942681
                                 HourOfDay1    HourOfDay2   HourOfDay3
AverageFee                    -0.0349654418 -0.0234210698 -0.020367749
BlockNumber                   -0.0034793078  0.0100446298  0.003873660
BlockSize                      0.0095856805  0.0057162602  0.043015916
TotalTransactions             -0.0208463392 -0.0267036397 -0.019985270
TotalFees                     -0.0460306792 -0.0319248791 -0.028312229
Difficulty                     0.0038176283  0.0059693494 -0.003146262
TimeDiffMinutes               -0.0056170475  0.0027722401  0.010856987
HourOfDay                     -0.3148429607 -0.2814185661 -0.256234711
DayOfWeek                      0.0269471471 -0.0203623060  0.028171576
IsWeekend                      0.0279904960  0.0015969220 -0.031868564
TotalFeesLog                  -0.0463692864 -0.0340495095 -0.029881416
TotalTransactions_Lag1        -0.0323436522 -0.0268038665 -0.027954251
BlockSize_Lag1                -0.0060849944  0.0018516520  0.038075090
TotalFees_Lag1                -0.0435342442 -0.0344964830 -0.026680476
TotalFeesLog_Lag1             -0.0436606371 -0.0355629756 -0.027188700
TotalTransactions_RunningAvg2 -0.0373028192 -0.0366972511 -0.034932962
TotalTransactions_RunningAvg3 -0.0439994420 -0.0359533710 -0.039638495
BlockSize_RunningAvg2         -0.0153835302  0.0037834241  0.044759099
BlockSize_RunningAvg3         -0.0087574734  0.0129758667  0.041173404
TotalFees_RunningAvg2         -0.0486612386 -0.0358659458 -0.032809007
TotalFees_RunningAvg3         -0.0516093822 -0.0377859509 -0.033499181
TotalFeesLog_RunningAvg2      -0.0483630847 -0.0370546939 -0.033437719
TotalFeesLog_RunningAvg3      -0.0509938293 -0.0389269798 -0.034639121
Interaction_HourIsWeekend     -0.0934530142 -0.0851205187 -0.084530696
BlockSize_Squared             -0.0058179583  0.0033873489  0.038255031
BlockSize_Cubed               -0.0057231732  0.0048570401  0.038235271
HourOfDay_Squared             -0.2220027978 -0.2155654155 -0.213016498
HourOfDay_Cubed               -0.1753732598 -0.1728290688 -0.174751906
HourOfDay1                     1.0000000000 -0.0402649790 -0.040964331
HourOfDay2                    -0.0402649790  1.0000000000 -0.040461319
HourOfDay3                    -0.0409643314 -0.0404613194  1.000000000
HourOfDay4                    -0.0445072405 -0.0439607241 -0.044724267
HourOfDay5                    -0.0425264231 -0.0420042296 -0.042733791
HourOfDay6                    -0.0429095216 -0.0423826240 -0.043118757
HourOfDay7                    -0.0419463379 -0.0414312675 -0.042150877
HourOfDay8                    -0.0428140132 -0.0422882884 -0.043022783
HourOfDay9                    -0.0425264231 -0.0420042296 -0.042733791
HourOfDay10                   -0.0445997613 -0.0440521088 -0.044817239
HourOfDay11                   -0.0424302006 -0.0419091887 -0.042637099
HourOfDay12                   -0.0458791133 -0.0453157513 -0.046102829
HourOfDay13                   -0.0400632703 -0.0395713226 -0.040258627
HourOfDay14                   -0.0473070141 -0.0467261185 -0.047537693
HourOfDay15                   -0.0391446746 -0.0386640066 -0.039335552
HourOfDay16                   -0.0406658526 -0.0401665056 -0.040864148
HourOfDay17                   -0.0445997613 -0.0440521088 -0.044817239
HourOfDay18                   -0.0423337964 -0.0418139683 -0.042540225
HourOfDay19                   -0.0412609905 -0.0407543357 -0.041462188
HourOfDay20                   -0.0416537734 -0.0411422955 -0.041856886
HourOfDay21                   -0.0431949983 -0.0426645952 -0.043405626
HourOfDay22                   -0.0394528976 -0.0389684448 -0.039645278
HourOfDay23                   -0.0395551828 -0.0390694740 -0.039748062
DayOfWeek2                    -0.0261489758 -0.0023305019 -0.010405389
DayOfWeek3                    -0.0213191277 -0.0168643558 -0.000899980
DayOfWeek4                    -0.0001868472  0.0073975786  0.016094444
DayOfWeek5                     0.0139406911  0.0024465536  0.021148746
DayOfWeek6                    -0.0022637048  0.0077206946  0.015227417
DayOfWeek7                     0.0294173843 -0.0246398470 -0.005875254
hour_sin                       0.0712322950  0.1379688104  0.199432620
hour_cos                       0.2879041142  0.2559844820  0.214493333
day_sin                       -0.0206330883 -0.0000705309 -0.038435948
day_cos                        0.0270644488  0.0029326703 -0.016557474
                                HourOfDay4    HourOfDay5    HourOfDay6
AverageFee                     0.011632597 -0.0118547548 -0.0036906735
BlockNumber                    0.009568912 -0.0054866754  0.0296785450
BlockSize                     -0.003906996  0.0748696816  0.0210644182
TotalTransactions             -0.050332453  0.0088455608  0.0147043215
TotalFees                     -0.017785072 -0.0160120134 -0.0029117543
Difficulty                    -0.002047944 -0.0005606841  0.0343578678
TimeDiffMinutes                0.006154567 -0.0058710479  0.0151905568
HourOfDay                     -0.245723271 -0.2035687622 -0.1739029072
DayOfWeek                      0.011029432 -0.0014664721 -0.0006796713
IsWeekend                     -0.015081461  0.0004045604  0.0001219614
TotalFeesLog                  -0.018793737 -0.0168463949 -0.0044469276
TotalTransactions_Lag1        -0.066327346 -0.0026109478  0.0168677900
BlockSize_Lag1                 0.002804846  0.0655263387  0.0422137133
TotalFees_Lag1                -0.019643603 -0.0187042392 -0.0142340220
TotalFeesLog_Lag1             -0.020940319 -0.0194010833 -0.0156838429
TotalTransactions_RunningAvg2 -0.065489416  0.0065726771  0.0040216253
TotalTransactions_RunningAvg3 -0.063829201  0.0026690035  0.0051053807
BlockSize_RunningAvg2          0.015393651  0.0738328209  0.0473272370
BlockSize_RunningAvg3          0.023653713  0.0692663122  0.0504710887
TotalFees_RunningAvg2         -0.020652845 -0.0170392666 -0.0165608561
TotalFees_RunningAvg3         -0.020994258 -0.0163449314 -0.0139133589
TotalFeesLog_RunningAvg2      -0.022126487 -0.0170920074 -0.0178747585
TotalFeesLog_RunningAvg3      -0.022468122 -0.0162907807 -0.0152632816
Interaction_HourIsWeekend     -0.078898969 -0.0617418253 -0.0528875823
BlockSize_Squared              0.004480664  0.0664465784  0.0418298769
BlockSize_Cubed                0.005796550  0.0667444050  0.0412517573
HourOfDay_Squared             -0.221867594 -0.2002338802 -0.1875356290
HourOfDay_Cubed               -0.187582874 -0.1756381851 -0.1718072405
HourOfDay1                    -0.044507241 -0.0425264231 -0.0429095216
HourOfDay2                    -0.043960724 -0.0420042296 -0.0423826240
HourOfDay3                    -0.044724267 -0.0427337907 -0.0431187572
HourOfDay4                     1.000000000 -0.0464297361 -0.0468479976
HourOfDay5                    -0.046429736  1.0000000000 -0.0447630035
HourOfDay6                    -0.046847998 -0.0447630035  1.0000000000
HourOfDay7                    -0.045796407 -0.0437582150 -0.0441524101
HourOfDay8                    -0.046743723 -0.0446633697 -0.0450657188
HourOfDay9                    -0.046429736 -0.0443633570 -0.0447630035
HourOfDay10                   -0.048693377 -0.0465262534 -0.0469453843
HourOfDay11                   -0.046324682 -0.0442629782 -0.0446617204
HourOfDay12                   -0.050090155 -0.0478608671 -0.0482920209
HourOfDay13                   -0.043740501 -0.0417938080 -0.0421703068
HourOfDay14                   -0.051649117 -0.0493504462 -0.0497950189
HourOfDay15                   -0.042737592 -0.0408355335 -0.0412033997
HourOfDay16                   -0.044398392 -0.0424224190 -0.0428045806
HourOfDay17                   -0.048693377 -0.0465262534 -0.0469453843
HourOfDay18                   -0.046219429 -0.0441624098 -0.0445602461
HourOfDay19                   -0.045048155 -0.0430432640 -0.0434310184
HourOfDay20                   -0.045476990 -0.0434530131 -0.0438444588
HourOfDay21                   -0.047159677 -0.0450608114 -0.0454667409
HourOfDay22                   -0.043074105 -0.0411570702 -0.0415278330
HourOfDay23                   -0.043185779 -0.0412637737 -0.0416354976
DayOfWeek2                    -0.002381332 -0.0079919441 -0.0172286928
DayOfWeek3                    -0.009559213  0.0210482853 -0.0261815651
DayOfWeek4                     0.026208770 -0.0037038410  0.0275307407
DayOfWeek5                     0.011263098  0.0014750283  0.0179684562
DayOfWeek6                    -0.004552046 -0.0117117556 -0.0006431657
DayOfWeek7                    -0.001881028  0.0035244749 -0.0132247449
hour_sin                       0.265925110  0.2836683526  0.2964032900
hour_cos                       0.168000007  0.0881484312  0.0105752822
day_sin                       -0.019049595  0.0043464705 -0.0227965512
day_cos                       -0.015544803 -0.0101958488 -0.0025395941
                                HourOfDay7    HourOfDay8    HourOfDay9
AverageFee                    -0.001315363 -0.0365279876 -0.0447537038
BlockNumber                   -0.007454427 -0.0027382269 -0.0016459190
BlockSize                      0.002351726 -0.0213917023 -0.0163142301
TotalTransactions             -0.026123104  0.0259065845  0.0560838502
TotalFees                     -0.015190237 -0.0196417037 -0.0066158815
Difficulty                    -0.006543940  0.0044940556  0.0024229806
TimeDiffMinutes               -0.020986506  0.0069785502  0.0179110654
HourOfDay                     -0.139206703 -0.1106566562 -0.0786948842
DayOfWeek                     -0.026602274  0.0047705526 -0.0028298198
IsWeekend                      0.003906097 -0.0113526074  0.0004045604
TotalFeesLog                  -0.017604444 -0.0196708814 -0.0084927875
TotalTransactions_Lag1        -0.017777899  0.0219005181  0.0432980510
BlockSize_Lag1                -0.002746488 -0.0245437279 -0.0108038522
TotalFees_Lag1                -0.013003594 -0.0166087988 -0.0109703951
TotalFeesLog_Lag1             -0.015089150 -0.0169185630 -0.0131545752
TotalTransactions_RunningAvg2 -0.020259238  0.0198118397  0.0486206283
TotalTransactions_RunningAvg3 -0.014923118  0.0185859515  0.0482608874
BlockSize_RunningAvg2          0.002900701 -0.0390992763 -0.0203479837
BlockSize_RunningAvg3          0.012956190 -0.0386990646 -0.0292339805
TotalFees_RunningAvg2         -0.023134837 -0.0125240698 -0.0075180556
TotalFees_RunningAvg3         -0.026016387 -0.0114004549 -0.0058194767
TotalFeesLog_RunningAvg2      -0.024391948 -0.0128594492 -0.0099705149
TotalFeesLog_RunningAvg3      -0.026825814 -0.0118685140 -0.0082863709
Interaction_HourIsWeekend     -0.040523913 -0.0402923906 -0.0239537192
BlockSize_Squared             -0.002227782 -0.0241226623 -0.0121270060
BlockSize_Cubed               -0.001636032 -0.0235213642 -0.0132857234
HourOfDay_Squared             -0.166571965 -0.1502860544 -0.1270643852
HourOfDay_Cubed               -0.160565632 -0.1538563217 -0.1400297370
HourOfDay1                    -0.041946338 -0.0428140132 -0.0425264231
HourOfDay2                    -0.041431267 -0.0422882884 -0.0420042296
HourOfDay3                    -0.042150877 -0.0430227832 -0.0427337907
HourOfDay4                    -0.045796407 -0.0467437229 -0.0464297361
HourOfDay5                    -0.043758215 -0.0446633697 -0.0443633570
HourOfDay6                    -0.044152410 -0.0450657188 -0.0447630035
HourOfDay7                     1.000000000 -0.0440541353 -0.0437582150
HourOfDay8                    -0.044054135  1.0000000000 -0.0446633697
HourOfDay9                    -0.043758215 -0.0446633697  1.0000000000
HourOfDay10                   -0.045891608 -0.0468408929 -0.0465262534
HourOfDay11                   -0.043659205 -0.0445623120 -0.0442629782
HourOfDay12                   -0.047208017 -0.0481845322 -0.0478608671
HourOfDay13                   -0.041223716 -0.0420764438 -0.0417938080
HourOfDay14                   -0.048677277 -0.0496841847 -0.0493504462
HourOfDay15                   -0.040278513 -0.0411116889 -0.0408355335
HourOfDay16                   -0.041843752 -0.0427093058 -0.0424224190
HourOfDay17                   -0.045891608 -0.0468408929 -0.0465262534
HourOfDay18                   -0.043560009 -0.0444610635 -0.0441624098
HourOfDay19                   -0.042456129 -0.0433343493 -0.0430432640
HourOfDay20                   -0.042860289 -0.0437468695 -0.0434530131
HourOfDay21                   -0.044446156 -0.0453655407 -0.0450608114
HourOfDay22                   -0.040595664 -0.0414354000 -0.0411570702
HourOfDay23                   -0.040700912 -0.0415428250 -0.0412637737
DayOfWeek2                     0.028863505 -0.0011669297  0.0263076247
DayOfWeek3                    -0.004765861  0.0020305499 -0.0248624544
DayOfWeek4                    -0.007181824  0.0007235076  0.0127225454
DayOfWeek5                     0.014270559  0.0106506251 -0.0011166369
DayOfWeek6                    -0.035055576  0.0022512854 -0.0117117556
DayOfWeek7                    -0.004451984 -0.0052549279  0.0060789323
hour_sin                       0.279798951  0.2558082924  0.2070375779
hour_cos                      -0.066270234 -0.1405051505 -0.2017108702
day_sin                        0.025003180 -0.0099325108  0.0075162529
day_cos                       -0.009944514 -0.0070746635  0.0007734694
                                HourOfDay10   HourOfDay11   HourOfDay12
AverageFee                    -3.854511e-03 -0.0517101734 -0.0106468624
BlockNumber                   -1.954636e-02 -0.0088853571 -0.0131185172
BlockSize                     -1.145508e-02  0.0201974400 -0.0339487117
TotalTransactions             -1.544120e-02  0.0202148634  0.0059426265
TotalFees                     -1.023748e-02 -0.0414949797 -0.0027557253
Difficulty                    -1.069620e-02 -0.0016324153 -0.0156389530
TimeDiffMinutes                3.055499e-03 -0.0041229969  0.0016276569
HourOfDay                     -4.979109e-02 -0.0162211591  0.0161399794
DayOfWeek                      1.445940e-02 -0.0078130190 -0.0045623088
IsWeekend                     -1.753856e-02  0.0030064378 -0.0076447260
TotalFeesLog                  -1.239670e-02 -0.0419164829 -0.0019603773
TotalTransactions_Lag1        -1.032996e-02  0.0132850562  0.0194682406
BlockSize_Lag1                 2.271751e-03  0.0197813343 -0.0228388160
TotalFees_Lag1                -9.808234e-03 -0.0378626551  0.0005476449
TotalFeesLog_Lag1             -1.224936e-02 -0.0385244851  0.0008836569
TotalTransactions_RunningAvg2 -1.102096e-02  0.0120517033  0.0208556894
TotalTransactions_RunningAvg3 -1.064970e-02  0.0040543370  0.0322336995
BlockSize_RunningAvg2         -8.474507e-05  0.0241325753 -0.0154794028
BlockSize_RunningAvg3         -7.642905e-03  0.0179406466 -0.0097569304
TotalFees_RunningAvg2         -1.218497e-02 -0.0385799585 -0.0022292966
TotalFees_RunningAvg3         -1.206638e-02 -0.0362767525 -0.0056450679
TotalFeesLog_RunningAvg2      -1.454965e-02 -0.0397809140 -0.0018358842
TotalFeesLog_RunningAvg3      -1.457762e-02 -0.0374965864 -0.0050654546
Interaction_HourIsWeekend     -2.794112e-02 -0.0030196539 -0.0021376325
BlockSize_Squared              2.417826e-03  0.0180623256 -0.0228565041
BlockSize_Cubed                2.496633e-03  0.0163772168 -0.0226614190
HourOfDay_Squared             -1.072236e-01 -0.0746312127 -0.0482765932
HourOfDay_Cubed               -1.301012e-01 -0.1043026619 -0.0875307587
HourOfDay1                    -4.459976e-02 -0.0424302006 -0.0458791133
HourOfDay2                    -4.405211e-02 -0.0419091887 -0.0453157513
HourOfDay3                    -4.481724e-02 -0.0426370989 -0.0461028293
HourOfDay4                    -4.869338e-02 -0.0463246817 -0.0500901550
HourOfDay5                    -4.652625e-02 -0.0442629782 -0.0478608671
HourOfDay6                    -4.694538e-02 -0.0446617204 -0.0482920209
HourOfDay7                    -4.589161e-02 -0.0436592054 -0.0472080170
HourOfDay8                    -4.684089e-02 -0.0445623120 -0.0481845322
HourOfDay9                    -4.652625e-02 -0.0442629782 -0.0478608671
HourOfDay10                    1.000000e+00 -0.0464209806 -0.0501942815
HourOfDay11                   -4.642098e-02  1.0000000000 -0.0477525746
HourOfDay12                   -5.019428e-02 -0.0477525746  1.0000000000
HourOfDay13                   -4.383143e-02 -0.0416992432 -0.0450887405
HourOfDay14                   -5.175648e-02 -0.0492387833 -0.0532411276
HourOfDay15                   -4.282643e-02 -0.0407431369 -0.0440549178
HourOfDay16                   -4.449069e-02 -0.0423264318 -0.0457669098
HourOfDay17                   -4.879460e-02 -0.0464209806 -0.0501942815
HourOfDay18                   -4.631551e-02 -0.0440624856 -0.0476440777
HourOfDay19                   -4.514180e-02 -0.0429458720 -0.0464367008
HourOfDay20                   -4.557153e-02 -0.0433546941 -0.0468787538
HourOfDay21                   -4.725771e-02 -0.0449588545 -0.0486133073
HourOfDay22                   -4.316365e-02 -0.0410639461 -0.0444018037
